表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,
2010100000,2010年度,7445,福島県 金山町,,2242,,128,
2010100000,2010年度,7446,福島県 昭和村,,1377,,78,
2010100000,2010年度,7447,福島県 会津美里町,,19032,,1325,
2010100000,2010年度,7461,福島県 西郷村,,15324,,1549,
2010100000,2010年度,7464,福島県 泉崎村,,5484,,372,
2010100000,2010年度,7465,福島県 中島村,,4065,,238,
2010100000,2010年度,7466,福島県 矢吹町,,14785,,1311,
2010100000,2010年度,7481,福島県 棚倉町,,12049,,880,
2010100000,2010年度,7482,福島県 矢祭町,,5339,,248,
2010100000,2010年度,7483,福島県 塙町,,8222,,403,
2010100000,2010年度,7484,福島県 鮫川村,,3305,,122,
2010100000,2010年度,7501,福島県 石川町,,14530,,1052,
2010100000,2010年度,7502,福島県 玉川村,,5837,,279,
2010100000,2010年度,7503,福島県 平田村,,5701,,191,
2010100000,2010年度,7504,福島県 浅川町,,5560,,317,
2010100000,2010年度,7505,福島県 古殿町,,4999,,205,
2010100000,2010年度,7521,福島県 三春町,,14922,,1157,
2010100000,2010年度,7522,福島県 小野町,,9216,,494,
2010100000,2010年度,7541,福島県 広野町,,4349,,377,
2010100000,2010年度,7542,福島県 楢葉町,,6276,,478,
2010100000,2010年度,7543,福島県 富岡町,,12787,,1443,
2010100000,2010年度,7544,福島県 川内村,,2465,,122,
2010100000,2010年度,7545,福島県 大熊町,,9169,,917,
2010100000,2010年度,7546,福島県 双葉町,,5710,,620,
2010100000,2010年度,7547,福島県 浪江町,,17172,,1382,
2010100000,2010年度,7548,福島県 葛尾村,,1280,,52,
2010100000,2010年度,7561,福島県 新地町,,6709,,452,
2010100000,2010年度,7564,福島県 飯舘村,,5169,,167,
2010100000,2010年度,8201,茨城県 水戸市,,211694,,40033,
2010100000,2010年度,8202,茨城県 日立市,,155846,,23055,
2010100000,2010年度,8203,茨城県 土浦市,,115566,,21596,
2010100000,2010年度,8204,茨城県 古河市,,115855,,13348,
2010100000,2010年度,8205,茨城県 石岡市,,65058,,7668,
2010100000,2010年度,8207,茨城県 結城市,,42757,,4246,
2010100000,2010年度,8208,茨城県 龍ケ崎市,,62483,,12633,
2010100000,2010年度,8210,茨城県 下妻市,,36207,,3576,
2010100000,2010年度,8211,茨城県 常総市,,53126,,4920,
2010100000,2010年度,8212,茨城県 常陸太田市,,46821,,5027,
2010100000,2010年度,8214,茨城県 高萩市,,25740,,2598,
2010100000,2010年度,8215,茨城県 北茨城市,,38825,,3073,
2010100000,2010年度,8216,茨城県 笠間市,,64613,,7355,
2010100000,2010年度,8217,茨城県 取手市,,90528,,20024,
2010100000,2010年度,8219,茨城県 牛久市,,65956,,15522,
2010100000,2010年度,8220,茨城県 つくば市,,158565,,41545,
2010100000,2010年度,8221,茨城県 ひたちなか市,,124187,,19982,
2010100000,2010年度,8222,茨城県 鹿嶋市,,53828,,5484,
2010100000,2010年度,8223,茨城県 潮来市,,25015,,2176,
2010100000,2010年度,8224,茨城県 守谷市,,47965,,14074,
2010100000,2010年度,8225,茨城県 常陸大宮市,,37609,,3050,
2010100000,2010年度,8226,茨城県 那珂市,,44283,,5179,
2010100000,2010年度,8227,茨城県 筑西市,,88501,,8496,
2010100000,2010年度,8228,茨城県 坂東市,,45571,,2935,
2010100000,2010年度,8229,茨城県 稲敷市,,39043,,2777,
2010100000,2010年度,8230,茨城県 かすみがうら市,,35343,,4144,
2010100000,2010年度,8231,茨城県 桜川市,,37282,,3238,
2010100000,2010年度,8232,茨城県 神栖市,,75602,,6275,
2010100000,2010年度,8233,茨城県 行方市,,31520,,2004,
2010100000,2010年度,8234,茨城県 鉾田市,,41850,,2873,
2010100000,2010年度,8235,茨城県 つくばみらい市,,36105,,7203,
2010100000,2010年度,8236,茨城県 小美玉市,,42140,,3712,
2010100000,2010年度,8302,茨城県 茨城町,,28610,,2382,
2010100000,2010年度,8309,茨城県 大洗町,,15325,,1391,
2010100000,2010年度,8310,茨城県 城里町,,17805,,1350,
2010100000,2010年度,8341,茨城県 東海村,,29267,,5363,
2010100000,2010年度,8364,茨城県 大子町,,17399,,912,
2010100000,2010年度,8442,茨城県 美浦村,,14100,,1300,
2010100000,2010年度,8443,茨城県 阿見町,,38041,,6078,
2010100000,2010年度,8447,茨城県 河内町,,8489,,565,
2010100000,2010年度,8521,茨城県 八千代町,,18734,,1073,
2010100000,2010年度,8542,茨城県 五霞町,,7772,,696,
2010100000,2010年度,8546,茨城県 境町,,20704,,1487,
2010100000,2010年度,8564,茨城県 利根町,,14884,,2543,
2010100000,2010年度,9201,栃木県 宇都宮市,,403402,,72621,
2010100000,2010年度,9202,栃木県 足利市,,126310,,15214,
2010100000,2010年度,9203,栃木県 栃木市,,134459,,14920,
2010100000,2010年度,9204,栃木県 佐野市,,99355,,10878,
2010100000,2010年度,9205,栃木県 鹿沼市,,81925,,8510,
2010100000,2010年度,9206,栃木県 日光市,,75164,,7507,
2010100000,2010年度,9208,栃木県 小山市,,129422,,19515,
2010100000,2010年度,9209,栃木県 真岡市,,66223,,7432,
2010100000,2010年度,9210,栃木県 大田原市,,61105,,6800,
2010100000,2010年度,9211,栃木県 矢板市,,28885,,3745,
2010100000,2010年度,9213,栃木県 那須塩原市,,93902,,11053,
2010100000,2010年度,9214,栃木県 さくら市,,35924,,5250,
2010100000,2010年度,9215,栃木県 那須烏山市,,24517,,2214,
2010100000,2010年度,9216,栃木県 下野市,,46079,,8468,
2010100000,2010年度,9301,栃木県 上三川町,,24549,,2714,
2010100000,2010年度,9342,栃木県 益子町,,19943,,1971,
2010100000,2010年度,9343,栃木県 茂木町,,12707,,1225,
2010100000,2010年度,9344,栃木県 市貝町,,9843,,1018,
2010100000,2010年度,9345,栃木県 芳賀町,,13222,,1315,
2010100000,2010年度,9361,栃木県 壬生町,,31492,,3728,
2010100000,2010年度,9364,栃木県 野木町,,21011,,3745,
2010100000,2010年度,9384,栃木県 塩谷町,,10503,,841,
2010100000,2010年度,9386,栃木県 高根沢町,,24607,,4289,
2010100000,2010年度,9407,栃木県 那須町,,22202,,2105,
2010100000,2010年度,9411,栃木県 那珂川町,,15570,,1169,
2010100000,2010年度,10201,群馬県 前橋市,,271559,,44253,
2010100000,2010年度,10202,群馬県 高崎市,,293589,,49967,
2010100000,2010年度,10203,群馬県 桐生市,,99879,,11091,
2010100000,2010年度,10204,群馬県 伊勢崎市,,162511,,21082,
2010100000,2010年度,10205,群馬県 太田市,,171770,,23417,
2010100000,2010年度,10206,群馬県 沼田市,,41553,,3918,
2010100000,2010年度,10207,群馬県 館林市,,62906,,8874,
2010100000,2010年度,10208,群馬県 渋川市,,68470,,7404,
2010100000,2010年度,10209,群馬県 藤岡市,,54795,,6444,
2010100000,2010年度,10210,群馬県 富岡市,,42468,,4149,
2010100000,2010年度,10211,群馬県 安中市,,50389,,5767,
2010100000,2010年度,10212,群馬県 みどり市,,41550,,4377,
2010100000,2010年度,10344,群馬県 榛東村,,11440,,1130,
2010100000,2010年度,10345,群馬県 吉岡町,,15404,,1921,
2010100000,2010年度,10366,群馬県 上野村,,1137,,123,
2010100000,2010年度,10367,群馬県 神流町,,2187,,112,
2010100000,2010年度,10382,群馬県 下仁田町,,7810,,432,
2010100000,2010年度,10383,群馬県 南牧村,,2270,,69,
2010100000,2010年度,10384,群馬県 甘楽町,,11159,,880,
2010100000,2010年度,10421,群馬県 中之条町,,15273,,1522,
2010100000,2010年度,10424,群馬県 長野原町,,4975,,534,
2010100000,2010年度,10425,群馬県 嬬恋村,,8562,,814,
2010100000,2010年度,10426,群馬県 草津町,,6183,,622,
2010100000,2010年度,10428,群馬県 高山村,,3189,,166,
2010100000,2010年度,10429,群馬県 東吾妻町,,12962,,1119,
2010100000,2010年度,10443,群馬県 片品村,,4059,,266,
2010100000,2010年度,10444,群馬県 川場村,,3240,,206,
2010100000,2010年度,10448,群馬県 昭和村,,6208,,339,
2010100000,2010年度,10449,群馬県 みなかみ町,,17897,,1416,
2010100000,2010年度,10464,群馬県 玉村町,,28592,,3802,
2010100000,2010年度,10521,群馬県 板倉町,,12645,,1443,
2010100000,2010年度,10522,群馬県 明和町,,9123,,1257,
2010100000,2010年度,10523,群馬県 千代田町,,9296,,875,
2010100000,2010年度,10524,群馬県 大泉町,,32608,,4608,
2010100000,2010年度,10525,群馬県 邑楽町,,21989,,2432,
2010100000,2010年度,11100,埼玉県 さいたま市,,959480,,253800,
2010100000,2010年度,11101,埼玉県 さいたま市 西区,,67154,,13207,
2010100000,2010年度,11102,埼玉県 さいたま市 北区,,107542,,30022,
2010100000,2010年度,11103,埼玉県 さいたま市 大宮区,,85619,,25436,
2010100000,2010年度,11104,埼玉県 さいたま市 見沼区,,123484,,27375,
2010100000,2010年度,11105,埼玉県 さいたま市 中央区,,76268,,23464,
2010100000,2010年度,11106,埼玉県 さいたま市 桜区,,73994,,15425,
2010100000,2010年度,11107,埼玉県 さいたま市 浦和区,,113712,,42505,
2010100000,2010年度,11108,埼玉県 さいたま市 南区,,136952,,41584,
2010100000,2010年度,11109,埼玉県 さいたま市 緑区,,84793,,21992,
2010100000,2010年度,11110,埼玉県 さいたま市 岩槻区,,89962,,12790,
2010100000,2010年度,11201,埼玉県 川越市,,272530,,51495,
2010100000,2010年度,11202,埼玉県 熊谷市,,162481,,25747,
2010100000,2010年度,11203,埼玉県 川口市,,452214,,84969,
2010100000,2010年度,11206,埼玉県 行田市,,69228,,9626,
2010100000,2010年度,11207,埼玉県 秩父市,,54444,,4969,
2010100000,2010年度,11208,埼玉県 所沢市,,272676,,63877,
2010100000,2010年度,11209,埼玉県 飯能市,,67028,,10994,
2010100000,2010年度,11210,埼玉県 加須市,,92187,,12191,
2010100000,2010年度,11211,埼玉県 本庄市,,65733,,8524,
2010100000,2010年度,11212,埼玉県 東松山市,,70698,,13547,
2010100000,2010年度,11214,埼玉県 春日部市,,192089,,31543,
2010100000,2010年度,11215,埼玉県 狭山市,,126854,,23872,
2010100000,2010年度,11216,埼玉県 羽生市,,45440,,5838,
2010100000,2010年度,11217,埼玉県 鴻巣市,,95831,,18298,
2010100000,2010年度,11218,埼玉県 深谷市,,115455,,15213,
2010100000,2010年度,11219,埼玉県 上尾市,,177923,,35909,
2010100000,2010年度,11221,埼玉県 草加市,,191750,,31446,
2010100000,2010年度,11222,埼玉県 越谷市,,258980,,47542,
2010100000,2010年度,11223,埼玉県 蕨市,,58740,,12973,
2010100000,2010年度,11224,埼玉県 戸田市,,94973,,20733,
2010100000,2010年度,11225,埼玉県 入間市,,118543,,21323,
2010100000,2010年度,11227,埼玉県 朝霞市,,100082,,23562,
2010100000,2010年度,11228,埼玉県 志木市,,55289,,13994,
2010100000,2010年度,11229,埼玉県 和光市,,63781,,18856,
2010100000,2010年度,11230,埼玉県 新座市,,125697,,25605,
2010100000,2010年度,11231,埼玉県 桶川市,,59999,,11434,
2010100000,2010年度,11232,埼玉県 久喜市,,124220,,22577,
2010100000,2010年度,11233,埼玉県 北本市,,55515,,10360,
2010100000,2010年度,11234,埼玉県 八潮市,,66664,,7210,
2010100000,2010年度,11235,埼玉県 富士見市,,85160,,17229,
2010100000,2010年度,11237,埼玉県 三郷市,,106224,,16082,
2010100000,2010年度,11238,埼玉県 蓮田市,,51720,,11496,
2010100000,2010年度,11239,埼玉県 坂戸市,,79759,,14273,
2010100000,2010年度,11240,埼玉県 幸手市,,44693,,6509,
2010100000,2010年度,11241,埼玉県 鶴ヶ島市,,54671,,11155,
2010100000,2010年度,11242,埼玉県 日高市,,46297,,7210,
2010100000,2010年度,11243,埼玉県 吉川市,,50764,,7560,
2010100000,2010年度,11245,埼玉県 ふじみ野市,,83647,,17555,
2010100000,2010年度,11246,埼玉県 白岡市,,40020,,8514,
2010100000,2010年度,11301,埼玉県 伊奈町,,32503,,6189,
2010100000,2010年度,11324,埼玉県 三芳町,,30963,,5576,
2010100000,2010年度,11326,埼玉県 毛呂山町,,30342,,3661,
2010100000,2010年度,11327,埼玉県 越生町,,10236,,1363,
2010100000,2010年度,11341,埼玉県 滑川町,,13681,,2192,
2010100000,2010年度,11342,埼玉県 嵐山町,,15361,,2049,
2010100000,2010年度,11343,埼玉県 小川町,,27255,,4427,
2010100000,2010年度,11346,埼玉県 川島町,,18055,,2270,
2010100000,2010年度,11347,埼玉県 吉見町,,17021,,2050,
2010100000,2010年度,11348,埼玉県 鳩山町,,12968,,2707,
2010100000,2010年度,11349,埼玉県 ときがわ町,,10351,,989,
2010100000,2010年度,11361,埼玉県 横瀬町,,7288,,634,
2010100000,2010年度,11362,埼玉県 皆野町,,9064,,820,
2010100000,2010年度,11363,埼玉県 長瀞町,,6532,,545,
2010100000,2010年度,11365,埼玉県 小鹿野町,,11116,,665,
2010100000,2010年度,11369,埼玉県 東秩父村,,2807,,193,
2010100000,2010年度,11381,埼玉県 美里町,,9416,,752,
2010100000,2010年度,11383,埼玉県 神川町,,11634,,894,
2010100000,2010年度,11385,埼玉県 上里町,,24288,,2472,
2010100000,2010年度,11408,埼玉県 寄居町,,29200,,3180,
2010100000,2010年度,11442,埼玉県 宮代町,,26968,,4998,
2010100000,2010年度,11464,埼玉県 杉戸町,,37838,,5760,
2010100000,2010年度,11465,埼玉県 松伏町,,24355,,2859,
2010100000,2010年度,12100,千葉県 千葉市,,743218,,179583,
2010100000,2010年度,12101,千葉県 千葉市 中央区,,154534,,35627,
2010100000,2010年度,12102,千葉県 千葉市 花見川区,,140966,,34066,
2010100000,2010年度,12103,千葉県 千葉市 稲毛区,,122437,,31452,
2010100000,2010年度,12104,千葉県 千葉市 若葉区,,119900,,21762,
2010100000,2010年度,12105,千葉県 千葉市 緑区,,91990,,21007,
2010100000,2010年度,12106,千葉県 千葉市 美浜区,,113391,,35669,
2010100000,2010年度,12202,千葉県 銚子市,,58850,,4456,
2010100000,2010年度,12203,千葉県 市川市,,369674,,98769,
2010100000,2010年度,12204,千葉県 船橋市,,485864,,124329,
2010100000,2010年度,12205,千葉県 館山市,,41630,,4476,
2010100000,2010年度,12206,千葉県 木更津市,,104114,,12933,
2010100000,2010年度,12207,千葉県 松戸市,,381768,,91821,
2010100000,2010年度,12208,千葉県 野田市,,124073,,18169,
2010100000,2010年度,12210,千葉県 茂原市,,76243,,10709,
2010100000,2010年度,12211,千葉県 成田市,,102668,,17190,
2010100000,2010年度,12212,千葉県 佐倉市,,139623,,33455,
2010100000,2010年度,12213,千葉県 東金市,,48656,,6326,
2010100000,2010年度,12215,千葉県 旭市,,56804,,4226,
2010100000,2010年度,12216,千葉県 習志野市,,128713,,39162,
2010100000,2010年度,12217,千葉県 柏市,,321113,,80366,
2010100000,2010年度,12218,千葉県 勝浦市,,16398,,1473,
2010100000,2010年度,12219,千葉県 市原市,,225433,,29786,
2010100000,2010年度,12220,千葉県 流山市,,130072,,36294,
2010100000,2010年度,12221,千葉県 八千代市,,149466,,34610,
2010100000,2010年度,12222,千葉県 我孫子市,,105055,,30340,
2010100000,2010年度,12223,千葉県 鴨川市,,30181,,2948,
2010100000,2010年度,12224,千葉県 鎌ケ谷市,,87110,,16947,
2010100000,2010年度,12225,千葉県 君津市,,73479,,7115,
2010100000,2010年度,12226,千葉県 富津市,,40743,,3222,
2010100000,2010年度,12227,千葉県 浦安市,,126415,,42983,
2010100000,2010年度,12228,千葉県 四街道市,,69620,,15519,
2010100000,2010年度,12229,千葉県 袖ケ浦市,,48233,,5916,
2010100000,2010年度,12230,千葉県 八街市,,58979,,5448,
2010100000,2010年度,12231,千葉県 印西市,,66944,,16835,
2010100000,2010年度,12232,千葉県 白井市,,46561,,12551,
2010100000,2010年度,12233,千葉県 富里市,,41568,,4925,
2010100000,2010年度,12234,千葉県 南房総市,,36497,,2766,
2010100000,2010年度,12235,千葉県 匝瑳市,,33087,,2305,
2010100000,2010年度,12236,千葉県 香取市,,69347,,5398,
2010100000,2010年度,12237,千葉県 山武市,,45942,,4217,
2010100000,2010年度,12238,千葉県 いすみ市,,34946,,3436,
2010100000,2010年度,12239,千葉県 大網白里市,,40380,,6279,
2010100000,2010年度,12322,千葉県 酒々井町,,16954,,3022,
2010100000,2010年度,12329,千葉県 栄町,,18880,,3232,
2010100000,2010年度,12342,千葉県 神崎町,,5323,,503,
2010100000,2010年度,12347,千葉県 多古町,,13524,,1029,
2010100000,2010年度,12349,千葉県 東庄町,,12690,,653,
2010100000,2010年度,12403,千葉県 九十九里町,,15288,,1155,
2010100000,2010年度,12409,千葉県 芝山町,,6575,,485,
2010100000,2010年度,12410,千葉県 横芝光町,,20523,,1570,
2010100000,2010年度,12421,千葉県 一宮町,,9884,,1302,
2010100000,2010年度,12422,千葉県 睦沢町,,6296,,630,
2010100000,2010年度,12423,千葉県 長生村,,12052,,1188,
2010100000,2010年度,12424,千葉県 白子町,,10405,,872,
2010100000,2010年度,12426,千葉県 長柄町,,6830,,608,
2010100000,2010年度,12427,千葉県 長南町,,7791,,732,
2010100000,2010年度,12441,千葉県 大多喜町,,9023,,650,
2010100000,2010年度,12443,千葉県 御宿町,,6811,,952,
2010100000,2010年度,12463,千葉県 鋸南町,,7736,,540,
2010100000,2010年度,13101,東京都 千代田区,,38922,,14290,
2010100000,2010年度,13102,東京都 中央区,,104866,,37566,
2010100000,2010年度,13103,東京都 港区,,170019,,53193,
2010100000,2010年度,13104,東京都 新宿区,,269217,,73170,
2010100000,2010年度,13105,東京都 文京区,,163476,,58188,
2010100000,2010年度,13106,東京都 台東区,,148672,,31825,
2010100000,2010年度,13107,東京都 墨田区,,208377,,41100,
2010100000,2010年度,13108,東京都 江東区,,381062,,97930,
2010100000,2010年度,13109,東京都 品川区,,305736,,81460,
2010100000,2010年度,13110,東京都 目黒区,,222140,,66791,
2010100000,2010年度,13111,東京都 大田区,,572828,,141599,
2010100000,2010年度,13112,東京都 世田谷区,,714911,,222163,
2010100000,2010年度,13113,東京都 渋谷区,,170809,,49990,
2010100000,2010年度,13114,東京都 中野区,,266728,,73758,
2010100000,2010年度,13115,東京都 杉並区,,396403,,143649,
2010100000,2010年度,13116,東京都 豊島区,,239026,,54306,
2010100000,2010年度,13117,東京都 北区,,280797,,60698,
2010100000,2010年度,13118,東京都 荒川区,,165946,,32564,
2010100000,2010年度,13119,東京都 板橋区,,432440,,91265,
2010100000,2010年度,13120,東京都 練馬区,,577125,,149367,
2010100000,2010年度,13121,東京都 足立区,,557679,,76682,
2010100000,2010年度,13122,東京都 葛飾区,,363430,,59623,
2010100000,2010年度,13123,東京都 江戸川区,,535489,,93608,
2010100000,2010年度,13201,東京都 八王子市,,444134,,101302,
2010100000,2010年度,13202,東京都 立川市,,145446,,30469,
2010100000,2010年度,13203,東京都 武蔵野市,,112383,,42796,
2010100000,2010年度,13204,東京都 三鷹市,,150177,,43644,
2010100000,2010年度,13205,東京都 青梅市,,112394,,16939,
2010100000,2010年度,13206,東京都 府中市,,201299,,56549,
2010100000,2010年度,13207,東京都 昭島市,,90464,,19515,
2010100000,2010年度,13208,東京都 調布市,,176729,,53590,
2010100000,2010年度,13209,東京都 町田市,,334851,,89813,
2010100000,2010年度,13210,東京都 小金井市,,92461,,33138,
2010100000,2010年度,13211,東京都 小平市,,143186,,40896,
2010100000,2010年度,13212,東京都 日野市,,139788,,39491,
2010100000,2010年度,13213,東京都 東村山市,,122769,,27378,
2010100000,2010年度,13214,東京都 国分寺市,,94753,,33352,
2010100000,2010年度,13215,東京都 国立市,,58911,,18423,
2010100000,2010年度,13218,東京都 福生市,,48623,,8027,
2010100000,2010年度,13219,東京都 狛江市,,63849,,19197,
2010100000,2010年度,13220,東京都 東大和市,,66015,,13559,
2010100000,2010年度,13221,東京都 清瀬市,,59047,,13408,
2010100000,2010年度,13222,東京都 東久留米市,,93306,,23925,
2010100000,2010年度,13223,東京都 武蔵村山市,,54769,,7120,
2010100000,2010年度,13224,東京都 多摩市,,117752,,33504,
2010100000,2010年度,13225,東京都 稲城市,,65467,,18566,
2010100000,2010年度,13227,東京都 羽村市,,45110,,8591,
2010100000,2010年度,13228,東京都 あきる野市,,64124,,9779,
2010100000,2010年度,13229,東京都 西東京市,,156733,,42380,
2010100000,2010年度,13303,東京都 瑞穂町,,26709,,2803,
2010100000,2010年度,13305,東京都 日の出町,,13727,,1993,
2010100000,2010年度,13307,東京都 檜原村,,2272,,196,
2010100000,2010年度,13308,東京都 奥多摩町,,5359,,461,
2010100000,2010年度,13361,東京都 大島町,,7040,,875,
2010100000,2010年度,13362,東京都 利島村,,292,,69,
2010100000,2010年度,13363,東京都 新島村,,2472,,289,
2010100000,2010年度,13364,東京都 神津島村,,1557,,149,
2010100000,2010年度,13381,東京都 三宅村,,2412,,324,
2010100000,2010年度,13382,東京都 御蔵島村,,285,,66,
2010100000,2010年度,13401,東京都 八丈町,,7007,,753,
2010100000,2010年度,13402,東京都 青ヶ島村,,163,,36,
2010100000,2010年度,13421,東京都 小笠原村,,2294,,481,
2010100000,2010年度,14100,神奈川県 横浜市,,2929933,,816542,
2010100000,2010年度,14101,神奈川県 横浜市 鶴見区,,219285,,49432,
2010100000,2010年度,14102,神奈川県 横浜市 神奈川区,,188148,,52400,
2010100000,2010年度,14103,神奈川県 横浜市 西区,,78884,,23101,
2010100000,2010年度,14104,神奈川県 横浜市 中区,,116030,,29045,
2010100000,2010年度,14105,神奈川県 横浜市 南区,,162530,,34302,
2010100000,2010年度,14106,神奈川県 横浜市 保土ケ谷区,,164710,,40266,
2010100000,2010年度,14107,神奈川県 横浜市 磯子区,,133509,,32637,
2010100000,2010年度,14108,神奈川県 横浜市 金沢区,,165537,,48586,
2010100000,2010年度,14109,神奈川県 横浜市 港北区,,262308,,89325,
2010100000,2010年度,14110,神奈川県 横浜市 戸塚区,,216319,,62565,
2010100000,2010年度,14111,神奈川県 横浜市 港南区,,179215,,48274,
2010100000,2010年度,14112,神奈川県 横浜市 旭区,,203009,,47487,
2010100000,2010年度,14113,神奈川県 横浜市 緑区,,139392,,37093,
2010100000,2010年度,14114,神奈川県 横浜市 瀬谷区,,100737,,19422,
2010100000,2010年度,14115,神奈川県 横浜市 栄区,,100693,,29865,
2010100000,2010年度,14116,神奈川県 横浜市 泉区,,123199,,30213,
2010100000,2010年度,14117,神奈川県 横浜市 青葉区,,230707,,93750,
2010100000,2010年度,14118,神奈川県 横浜市 都筑区,,145721,,48779,
2010100000,2010年度,14130,神奈川県 川崎市,,1132082,,297945,
2010100000,2010年度,14131,神奈川県 川崎市 川崎区,,178616,,25892,
2010100000,2010年度,14132,神奈川県 川崎市 幸区,,125300,,27929,
2010100000,2010年度,14133,神奈川県 川崎市 中原区,,187859,,57399,
2010100000,2010年度,14134,神奈川県 川崎市 高津区,,172274,,44565,
2010100000,2010年度,14135,神奈川県 川崎市 多摩区,,166505,,46449,
2010100000,2010年度,14136,神奈川県 川崎市 宮前区,,169577,,48668,
2010100000,2010年度,14137,神奈川県 川崎市 麻生区,,131951,,47043,
2010100000,2010年度,14150,神奈川県 相模原市,,564241,,115262,
2010100000,2010年度,14151,神奈川県 相模原市 緑区,,138753,,24568,
2010100000,2010年度,14152,神奈川県 相模原市 中央区,,207338,,36313,
2010100000,2010年度,14153,神奈川県 相模原市 南区,,218150,,54381,
2010100000,2010年度,14201,神奈川県 横須賀市,,340546,,55206,
2010100000,2010年度,14203,神奈川県 平塚市,,207677,,40706,
2010100000,2010年度,14204,神奈川県 鎌倉市,,143350,,50114,
2010100000,2010年度,14205,神奈川県 藤沢市,,323709,,89284,
2010100000,2010年度,14206,神奈川県 小田原市,,160148,,30010,
2010100000,2010年度,14207,神奈川県 茅ヶ崎市,,186480,,47115,
2010100000,2010年度,14208,神奈川県 逗子市,,47812,,15946,
2010100000,2010年度,14210,神奈川県 三浦市,,40605,,4863,
2010100000,2010年度,14211,神奈川県 秦野市,,132542,,25358,
2010100000,2010年度,14212,神奈川県 厚木市,,175100,,36479,
2010100000,2010年度,14213,神奈川県 大和市,,181149,,38013,
2010100000,2010年度,14214,神奈川県 伊勢原市,,79611,,18632,
2010100000,2010年度,14215,神奈川県 海老名市,,101302,,23521,
2010100000,2010年度,14216,神奈川県 座間市,,103356,,20550,
2010100000,2010年度,14217,神奈川県 南足柄市,,35452,,6101,
2010100000,2010年度,14218,神奈川県 綾瀬市,,66394,,9781,
2010100000,2010年度,14301,神奈川県 葉山町,,26471,,9065,
2010100000,2010年度,14321,神奈川県 寒川町,,38063,,5297,
