表題：,都道府県・市区町村のすがた（社会・人口統計体系）,,,,,,,
2010100000,2010年度,14341,神奈川県 大磯町,,27057,,7496,
2010100000,2010年度,14342,神奈川県 二宮町,,24069,,6202,
2010100000,2010年度,14361,神奈川県 中井町,,8131,,1133,
2010100000,2010年度,14362,神奈川県 大井町,,14044,,2269,
2010100000,2010年度,14363,神奈川県 松田町,,9683,,1562,
2010100000,2010年度,14364,神奈川県 山北町,,9814,,1358,
2010100000,2010年度,14366,神奈川県 開成町,,12802,,2565,
2010100000,2010年度,14382,神奈川県 箱根町,,12072,,1544,
2010100000,2010年度,14383,神奈川県 真鶴町,,7048,,1015,
2010100000,2010年度,14384,神奈川県 湯河原町,,22675,,3159,
2010100000,2010年度,14401,神奈川県 愛川町,,34033,,3458,
2010100000,2010年度,14402,神奈川県 清川村,,2916,,370,
2010100000,2010年度,15100,新潟県 新潟市,,650472,,93734,
2010100000,2010年度,15101,新潟県 新潟市 北区,,61906,,5414,
2010100000,2010年度,15102,新潟県 新潟市 東区,,111811,,13154,
2010100000,2010年度,15103,新潟県 新潟市 中央区,,144648,,30784,
2010100000,2010年度,15104,新潟県 新潟市 江南区,,56310,,6157,
2010100000,2010年度,15105,新潟県 新潟市 秋葉区,,62690,,7779,
2010100000,2010年度,15106,新潟県 新潟市 南区,,38237,,2981,
2010100000,2010年度,15107,新潟県 新潟市 西区,,125160,,23066,
2010100000,2010年度,15108,新潟県 新潟市 西蒲区,,49710,,4399,
2010100000,2010年度,15202,新潟県 長岡市,,228494,,25770,
2010100000,2010年度,15204,新潟県 三条市,,83238,,7416,
2010100000,2010年度,15205,新潟県 柏崎市,,75554,,8364,
2010100000,2010年度,15206,新潟県 新発田市,,83065,,7977,
2010100000,2010年度,15208,新潟県 小千谷市,,31873,,2598,
2010100000,2010年度,15209,新潟県 加茂市,,24641,,2231,
2010100000,2010年度,15210,新潟県 十日町市,,49227,,3457,
2010100000,2010年度,15211,新潟県 見附市,,34329,,2876,
2010100000,2010年度,15212,新潟県 村上市,,55180,,3455,
2010100000,2010年度,15213,新潟県 燕市,,66591,,6261,
2010100000,2010年度,15216,新潟県 糸魚川市,,40244,,3135,
2010100000,2010年度,15217,新潟県 妙高市,,29385,,2400,
2010100000,2010年度,15218,新潟県 五泉市,,45293,,2947,
2010100000,2010年度,15222,新潟県 上越市,,164242,,16949,
2010100000,2010年度,15223,新潟県 阿賀野市,,37310,,2156,
2010100000,2010年度,15224,新潟県 佐渡市,,53300,,4680,
2010100000,2010年度,15225,新潟県 魚沼市,,33416,,2247,
2010100000,2010年度,15226,新潟県 南魚沼市,,49298,,4112,
2010100000,2010年度,15227,新潟県 胎内市,,26031,,1744,
2010100000,2010年度,15307,新潟県 聖籠町,,10712,,546,
2010100000,2010年度,15342,新潟県 弥彦村,,6940,,562,
2010100000,2010年度,15361,新潟県 田上町,,10490,,947,
2010100000,2010年度,15385,新潟県 阿賀町,,11529,,496,
2010100000,2010年度,15405,新潟県 出雲崎町,,4220,,304,
2010100000,2010年度,15461,新潟県 湯沢町,,7059,,792,
2010100000,2010年度,15482,新潟県 津南町,,9248,,643,
2010100000,2010年度,15504,新潟県 刈羽村,,3988,,389,
2010100000,2010年度,15581,新潟県 関川村,,5392,,229,
2010100000,2010年度,15586,新潟県 粟島浦村,,336,,32,
2010100000,2010年度,16201,富山県 富山市,,338989,,58132,
2010100000,2010年度,16202,富山県 高岡市,,145512,,22077,
2010100000,2010年度,16204,富山県 魚津市,,37211,,4550,
2010100000,2010年度,16205,富山県 氷見市,,43817,,4539,
2010100000,2010年度,16206,富山県 滑川市,,27242,,4082,
2010100000,2010年度,16207,富山県 黒部市,,34493,,5184,
2010100000,2010年度,16208,富山県 砺波市,,39771,,6277,
2010100000,2010年度,16209,富山県 小矢部市,,26843,,3473,
2010100000,2010年度,16210,富山県 南砺市,,45951,,5835,
2010100000,2010年度,16211,富山県 射水市,,74931,,11589,
2010100000,2010年度,16321,富山県 舟橋村,,2134,,442,
2010100000,2010年度,16322,富山県 上市町,,18237,,2604,
2010100000,2010年度,16323,富山県 立山町,,22513,,3086,
2010100000,2010年度,16342,富山県 入善町,,22441,,2747,
2010100000,2010年度,16343,富山県 朝日町,,11678,,1432,
2010100000,2010年度,17201,石川県 金沢市,,360393,,68692,
2010100000,2010年度,17202,石川県 七尾市,,48361,,4848,
2010100000,2010年度,17203,石川県 小松市,,86423,,12451,
2010100000,2010年度,17204,石川県 輪島市,,25378,,2072,
2010100000,2010年度,17205,石川県 珠洲市,,14315,,1042,
2010100000,2010年度,17206,石川県 加賀市,,59934,,6285,
2010100000,2010年度,17207,石川県 羽咋市,,19254,,2572,
2010100000,2010年度,17209,石川県 かほく市,,27675,,3327,
2010100000,2010年度,17210,石川県 白山市,,87300,,13059,
2010100000,2010年度,17211,石川県 能美市,,37475,,5710,
2010100000,2010年度,17212,石川県 野々市市,,37534,,7326,
2010100000,2010年度,17324,石川県 川北町,,4529,,834,
2010100000,2010年度,17361,石川県 津幡町,,28147,,4004,
2010100000,2010年度,17365,石川県 内灘町,,20636,,2930,
2010100000,2010年度,17384,石川県 志賀町,,18992,,1629,
2010100000,2010年度,17386,石川県 宝達志水町,,11765,,1305,
2010100000,2010年度,17407,石川県 中能登町,,15346,,1458,
2010100000,2010年度,17461,石川県 穴水町,,8428,,802,
2010100000,2010年度,17463,石川県 能登町,,17156,,1101,
2010100000,2010年度,18201,福井県 福井市,,209049,,38138,
2010100000,2010年度,18202,福井県 敦賀市,,54304,,6750,
2010100000,2010年度,18204,福井県 小浜市,,25449,,2979,
2010100000,2010年度,18205,福井県 大野市,,29259,,3236,
2010100000,2010年度,18206,福井県 勝山市,,21160,,2573,
2010100000,2010年度,18207,福井県 鯖江市,,53160,,7451,
2010100000,2010年度,18208,福井県 あわら市,,24712,,3282,
2010100000,2010年度,18209,福井県 越前市,,68532,,8987,
2010100000,2010年度,18210,福井県 坂井市,,72177,,10644,
2010100000,2010年度,18322,福井県 永平寺町,,15682,,2541,
2010100000,2010年度,18382,福井県 池田町,,2642,,245,
2010100000,2010年度,18404,福井県 南越前町,,9423,,937,
2010100000,2010年度,18423,福井県 越前町,,18729,,2246,
2010100000,2010年度,18442,福井県 美浜町,,8866,,1097,
2010100000,2010年度,18481,福井県 高浜町,,8941,,808,
2010100000,2010年度,18483,福井県 おおい町,,6903,,776,
2010100000,2010年度,18501,福井県 若狭町,,13132,,1328,
2010100000,2010年度,19201,山梨県 甲府市,,157187,,30094,
2010100000,2010年度,19202,山梨県 富士吉田市,,40356,,4371,
2010100000,2010年度,19204,山梨県 都留市,,24562,,3032,
2010100000,2010年度,19205,山梨県 山梨市,,29800,,4597,
2010100000,2010年度,19206,山梨県 大月市,,23053,,3059,
2010100000,2010年度,19207,山梨県 韮崎市,,25756,,3922,
2010100000,2010年度,19208,山梨県 南アルプス市,,57092,,7831,
2010100000,2010年度,19209,山梨県 北杜市,,39108,,7006,
2010100000,2010年度,19210,山梨県 甲斐市,,57960,,9616,
2010100000,2010年度,19211,山梨県 笛吹市,,56551,,7571,
2010100000,2010年度,19212,山梨県 上野原市,,21325,,3455,
2010100000,2010年度,19213,山梨県 甲州市,,27505,,4336,
2010100000,2010年度,19214,山梨県 中央市,,24276,,3906,
2010100000,2010年度,19346,山梨県 市川三郷町,,14233,,1723,
2010100000,2010年度,19364,山梨県 早川町,,1136,,114,
2010100000,2010年度,19365,山梨県 身延町,,12478,,1428,
2010100000,2010年度,19366,山梨県 南部町,,7638,,717,
2010100000,2010年度,19368,山梨県 富士川町,,13320,,1436,
2010100000,2010年度,19384,山梨県 昭和町,,13325,,2571,
2010100000,2010年度,19422,山梨県 道志村,,1587,,125,
2010100000,2010年度,19423,山梨県 西桂町,,3571,,362,
2010100000,2010年度,19424,山梨県 忍野村,,6749,,1384,
2010100000,2010年度,19425,山梨県 山中湖村,,4322,,787,
2010100000,2010年度,19429,山梨県 鳴沢村,,2407,,354,
2010100000,2010年度,19430,山梨県 富士河口湖町,,19837,,3017,
2010100000,2010年度,19442,山梨県 小菅村,,717,,63,
2010100000,2010年度,19443,山梨県 丹波山村,,633,,49,
2010100000,2010年度,20201,長野県 長野市,,305987,,49369,
2010100000,2010年度,20202,長野県 松本市,,191798,,34880,
2010100000,2010年度,20203,長野県 上田市,,127376,,19323,
2010100000,2010年度,20204,長野県 岡谷市,,43383,,5821,
2010100000,2010年度,20205,長野県 飯田市,,85358,,8999,
2010100000,2010年度,20206,長野県 諏訪市,,41629,,7376,
2010100000,2010年度,20207,長野県 須坂市,,42480,,5117,
2010100000,2010年度,20208,長野県 小諸市,,35863,,3972,
2010100000,2010年度,20209,長野県 伊那市,,57623,,7748,
2010100000,2010年度,20210,長野県 駒ヶ根市,,26832,,3613,
2010100000,2010年度,20211,長野県 中野市,,36956,,3647,
2010100000,2010年度,20212,長野県 大町市,,24736,,2634,
2010100000,2010年度,20213,長野県 飯山市,,19446,,1641,
2010100000,2010年度,20214,長野県 茅野市,,44957,,6755,
2010100000,2010年度,20215,長野県 塩尻市,,54602,,8889,
2010100000,2010年度,20217,長野県 佐久市,,80683,,10764,
2010100000,2010年度,20218,長野県 千曲市,,50584,,6568,
2010100000,2010年度,20219,長野県 東御市,,24872,,3186,
2010100000,2010年度,20220,長野県 安曇野市,,78490,,10740,
2010100000,2010年度,20303,長野県 小海町,,4393,,338,
2010100000,2010年度,20304,長野県 川上村,,4150,,393,
2010100000,2010年度,20305,長野県 南牧村,,2938,,318,
2010100000,2010年度,20306,長野県 南相木村,,923,,82,
2010100000,2010年度,20307,長野県 北相木村,,707,,64,
2010100000,2010年度,20309,長野県 佐久穂町,,10040,,946,
2010100000,2010年度,20321,長野県 軽井沢町,,15733,,2888,
2010100000,2010年度,20323,長野県 御代田町,,11848,,1671,
2010100000,2010年度,20324,長野県 立科町,,6406,,755,
2010100000,2010年度,20349,長野県 青木村,,3839,,414,
2010100000,2010年度,20350,長野県 長和町,,5719,,552,
2010100000,2010年度,20361,長野県 下諏訪町,,18042,,2661,
2010100000,2010年度,20362,長野県 富士見町,,12611,,1930,
2010100000,2010年度,20363,長野県 原村,,6157,,984,
2010100000,2010年度,20382,長野県 辰野町,,17231,,2113,
2010100000,2010年度,20383,長野県 箕輪町,,21169,,2585,
2010100000,2010年度,20384,長野県 飯島町,,8265,,822,
2010100000,2010年度,20385,長野県 南箕輪村,,11154,,1647,
2010100000,2010年度,20386,長野県 中川村,,4154,,354,
2010100000,2010年度,20388,長野県 宮田村,,7062,,886,
2010100000,2010年度,20402,長野県 松川町,,11044,,900,
2010100000,2010年度,20403,長野県 高森町,,10590,,1116,
2010100000,2010年度,20404,長野県 阿南町,,4501,,289,
2010100000,2010年度,20407,長野県 阿智村,,5711,,408,
2010100000,2010年度,20409,長野県 平谷村,,475,,50,
2010100000,2010年度,20410,長野県 根羽村,,1006,,74,
2010100000,2010年度,20411,長野県 下條村,,3282,,258,
2010100000,2010年度,20412,長野県 売木村,,557,,43,
2010100000,2010年度,20413,長野県 天龍村,,1511,,90,
2010100000,2010年度,20414,長野県 泰阜村,,1575,,108,
2010100000,2010年度,20415,長野県 喬木村,,5451,,419,
2010100000,2010年度,20416,長野県 豊丘村,,5555,,406,
2010100000,2010年度,20417,長野県 大鹿村,,1033,,84,
2010100000,2010年度,20422,長野県 上松町,,4436,,317,
2010100000,2010年度,20423,長野県 南木曽町,,4086,,312,
2010100000,2010年度,20425,長野県 木祖村,,2672,,176,
2010100000,2010年度,20429,長野県 王滝村,,814,,118,
2010100000,2010年度,20430,長野県 大桑村,,3504,,269,
2010100000,2010年度,20432,長野県 木曽町,,10782,,1024,
2010100000,2010年度,20446,長野県 麻績村,,2539,,184,
2010100000,2010年度,20448,長野県 生坂村,,1697,,112,
2010100000,2010年度,20450,長野県 山形村,,6701,,643,
2010100000,2010年度,20451,長野県 朝日村,,3777,,391,
2010100000,2010年度,20452,長野県 筑北村,,4459,,334,
2010100000,2010年度,20481,長野県 池田町,,8619,,983,
2010100000,2010年度,20482,長野県 松川村,,8191,,870,
2010100000,2010年度,20485,長野県 白馬村,,7567,,1379,
2010100000,2010年度,20486,長野県 小谷村,,2751,,299,
2010100000,2010年度,20521,長野県 坂城町,,12925,,1686,
2010100000,2010年度,20541,長野県 小布施町,,9013,,1159,
2010100000,2010年度,20543,長野県 高山村,,6099,,549,
2010100000,2010年度,20561,長野県 山ノ内町,,11577,,1020,
2010100000,2010年度,20562,長野県 木島平村,,4099,,375,
2010100000,2010年度,20563,長野県 野沢温泉村,,3234,,275,
2010100000,2010年度,20583,長野県 信濃町,,7887,,703,
2010100000,2010年度,20588,長野県 小川村,,2612,,185,
2010100000,2010年度,20590,長野県 飯綱町,,9944,,940,
2010100000,2010年度,20602,長野県 栄村,,1956,,89,
2010100000,2010年度,21201,岐阜県 岐阜市,,326888,,62214,
2010100000,2010年度,21202,岐阜県 大垣市,,128111,,23016,
2010100000,2010年度,21203,岐阜県 高山市,,75384,,8067,
2010100000,2010年度,21204,岐阜県 多治見市,,89538,,15575,
2010100000,2010年度,21205,岐阜県 関市,,72354,,8805,
2010100000,2010年度,21206,岐阜県 中津川市,,65715,,6168,
2010100000,2010年度,21207,岐阜県 美濃市,,18885,,2133,
2010100000,2010年度,21208,岐阜県 瑞浪市,,32114,,4646,
2010100000,2010年度,21209,岐阜県 羽島市,,52844,,7365,
2010100000,2010年度,21210,岐阜県 恵那市,,44019,,4562,
2010100000,2010年度,21211,岐阜県 美濃加茂市,,42799,,5706,
2010100000,2010年度,21212,岐阜県 土岐市,,49265,,6127,
2010100000,2010年度,21213,岐阜県 各務原市,,115585,,19745,
2010100000,2010年度,21214,岐阜県 可児市,,77631,,12526,
2010100000,2010年度,21215,岐阜県 山県市,,24263,,2332,
2010100000,2010年度,21216,岐阜県 瑞穂市,,39157,,7463,
2010100000,2010年度,21217,岐阜県 飛騨市,,22396,,1824,
2010100000,2010年度,21218,岐阜県 本巣市,,27542,,3945,
2010100000,2010年度,21219,岐阜県 郡上市,,36896,,2819,
2010100000,2010年度,21220,岐阜県 下呂市,,30338,,2281,
2010100000,2010年度,21221,岐阜県 海津市,,30875,,3625,
2010100000,2010年度,21302,岐阜県 岐南町,,18756,,3018,
2010100000,2010年度,21303,岐阜県 笠松町,,18268,,2919,
2010100000,2010年度,21341,岐阜県 養老町,,25292,,2997,
2010100000,2010年度,21361,岐阜県 垂井町,,22847,,3328,
2010100000,2010年度,21362,岐阜県 関ケ原町,,6746,,822,
2010100000,2010年度,21381,岐阜県 神戸町,,16140,,2301,
2010100000,2010年度,21382,岐阜県 輪之内町,,7912,,976,
2010100000,2010年度,21383,岐阜県 安八町,,11989,,1855,
2010100000,2010年度,21401,岐阜県 揖斐川町,,19718,,2405,
2010100000,2010年度,21403,岐阜県 大野町,,18509,,2372,
2010100000,2010年度,21404,岐阜県 池田町,,19426,,2848,
2010100000,2010年度,21421,岐阜県 北方町,,14204,,2347,
2010100000,2010年度,21501,岐阜県 坂祝町,,6633,,743,
2010100000,2010年度,21502,岐阜県 富加町,,4490,,500,
2010100000,2010年度,21503,岐阜県 川辺町,,8535,,875,
2010100000,2010年度,21504,岐阜県 七宗町,,3832,,238,
2010100000,2010年度,21505,岐阜県 八百津町,,10045,,901,
2010100000,2010年度,21506,岐阜県 白川町,,8110,,397,
2010100000,2010年度,21507,岐阜県 東白川村,,2174,,93,
2010100000,2010年度,21521,岐阜県 御嵩町,,15386,,1595,
2010100000,2010年度,21604,岐阜県 白川村,,1392,,144,
2010100000,2010年度,22100,静岡県 静岡市,,580909,,97167,
2010100000,2010年度,22101,静岡県 静岡市 葵区,,209176,,36591,
2010100000,2010年度,22102,静岡県 静岡市 駿河区,,169001,,30932,
2010100000,2010年度,22103,静岡県 静岡市 清水区,,202732,,29644,
2010100000,2010年度,22130,静岡県 浜松市,,640583,,102974,
2010100000,2010年度,22131,静岡県 浜松市 中区,,188969,,38576,
2010100000,2010年度,22132,静岡県 浜松市 東区,,99797,,16129,
2010100000,2010年度,22133,静岡県 浜松市 西区,,90584,,14607,
2010100000,2010年度,22134,静岡県 浜松市 南区,,82512,,12167,
2010100000,2010年度,22135,静岡県 浜松市 北区,,76060,,9397,
2010100000,2010年度,22136,静岡県 浜松市 浜北区,,73141,,9613,
2010100000,2010年度,22137,静岡県 浜松市 天竜区,,29520,,2485,
2010100000,2010年度,22203,静岡県 沼津市,,166910,,27694,
2010100000,2010年度,22205,静岡県 熱海市,,34922,,4955,
2010100000,2010年度,22206,静岡県 三島市,,89436,,18667,
2010100000,2010年度,22207,静岡県 富士宮市,,106626,,13974,
2010100000,2010年度,22208,静岡県 伊東市,,60303,,7918,
2010100000,2010年度,22209,静岡県 島田市,,81714,,9793,
2010100000,2010年度,22210,静岡県 富士市,,203890,,30934,
2010100000,2010年度,22211,静岡県 磐田市,,135316,,20682,
2010100000,2010年度,22212,静岡県 焼津市,,116275,,14871,
2010100000,2010年度,22213,静岡県 掛川市,,93435,,13610,
2010100000,2010年度,22214,静岡県 藤枝市,,114824,,18330,
2010100000,2010年度,22215,静岡県 御殿場市,,71102,,10162,
2010100000,2010年度,22216,静岡県 袋井市,,67503,,9240,
2010100000,2010年度,22219,静岡県 下田市,,21481,,2554,
2010100000,2010年度,22220,静岡県 裾野市,,43176,,7869,
2010100000,2010年度,22221,静岡県 湖西市,,48439,,6215,
2010100000,2010年度,22222,静岡県 伊豆市,,29098,,3290,
2010100000,2010年度,22223,静岡県 御前崎市,,28166,,2633,
2010100000,2010年度,22224,静岡県 菊川市,,37904,,4733,
2010100000,2010年度,22225,静岡県 伊豆の国市,,40466,,5646,
2010100000,2010年度,22226,静岡県 牧之原市,,40241,,4128,
2010100000,2010年度,22301,静岡県 東伊豆町,,12125,,1315,
2010100000,2010年度,22302,静岡県 河津町,,6769,,708,
2010100000,2010年度,22304,静岡県 南伊豆町,,8245,,783,
2010100000,2010年度,22305,静岡県 松崎町,,6594,,629,
2010100000,2010年度,22306,静岡県 西伊豆町,,8367,,574,
2010100000,2010年度,22325,静岡県 函南町,,31592,,4615,
2010100000,2010年度,22341,静岡県 清水町,,25409,,4246,
2010100000,2010年度,22342,静岡県 長泉町,,31416,,7110,
2010100000,2010年度,22344,静岡県 小山町,,16792,,2441,
2010100000,2010年度,22424,静岡県 吉田町,,23472,,2844,
2010100000,2010年度,22429,静岡県 川根本町,,7103,,457,
2010100000,2010年度,22461,静岡県 森町,,16129,,1606,
2010100000,2010年度,23100,愛知県 名古屋市,,1789598,,392223,
2010100000,2010年度,23101,愛知県 名古屋市 千種区,,125631,,40102,
2010100000,2010年度,23102,愛知県 名古屋市 東区,,58857,,17038,
2010100000,2010年度,23103,愛知県 名古屋市 北区,,135335,,24048,
2010100000,2010年度,23104,愛知県 名古屋市 西区,,117301,,23592,
2010100000,2010年度,23105,愛知県 名古屋市 中村区,,112774,,19693,
2010100000,2010年度,23106,愛知県 名古屋市 中区,,59360,,15002,
2010100000,2010年度,23107,愛知県 名古屋市 昭和区,,80519,,26269,
2010100000,2010年度,23108,愛知県 名古屋市 瑞穂区,,84460,,23102,
2010100000,2010年度,23109,愛知県 名古屋市 熱田区,,53359,,11261,
2010100000,2010年度,23110,愛知県 名古屋市 中川区,,175975,,25209,
2010100000,2010年度,23111,愛知県 名古屋市 港区,,119991,,11986,
2010100000,2010年度,23112,愛知県 名古屋市 南区,,115770,,16981,
2010100000,2010年度,23113,愛知県 名古屋市 守山区,,131932,,26639,
2010100000,2010年度,23114,愛知県 名古屋市 緑区,,176080,,40562,
2010100000,2010年度,23115,愛知県 名古屋市 名東区,,121767,,37239,
2010100000,2010年度,23116,愛知県 名古屋市 天白区,,120487,,33500,
2010100000,2010年度,23201,愛知県 豊橋市,,295107,,45095,
2010100000,2010年度,23202,愛知県 岡崎市,,292025,,54000,
2010100000,2010年度,23203,愛知県 一宮市,,297271,,47610,
2010100000,2010年度,23204,愛知県 瀬戸市,,104429,,17959,
2010100000,2010年度,23205,愛知県 半田市,,92927,,15931,
2010100000,2010年度,23206,愛知県 春日井市,,239611,,48559,
2010100000,2010年度,23207,愛知県 豊川市,,144050,,22058,
2010100000,2010年度,23208,愛知県 津島市,,51634,,8017,
2010100000,2010年度,23209,愛知県 碧南市,,56821,,7172,
2010100000,2010年度,23210,愛知県 刈谷市,,113904,,24332,
2010100000,2010年度,23211,愛知県 豊田市,,329176,,51780,
2010100000,2010年度,23212,愛知県 安城市,,138135,,25517,
2010100000,2010年度,23213,愛知県 西尾市,,131390,,17733,
2010100000,2010年度,23214,愛知県 蒲郡市,,65701,,9715,
2010100000,2010年度,23215,愛知県 犬山市,,59972,,11065,
2010100000,2010年度,23216,愛知県 常滑市,,43923,,6921,
2010100000,2010年度,23217,愛知県 江南市,,78670,,13455,
2010100000,2010年度,23219,愛知県 小牧市,,115863,,20151,
2010100000,2010年度,23220,愛知県 稲沢市,,108442,,19892,
2010100000,2010年度,23221,愛知県 新城市,,41060,,4839,
2010100000,2010年度,23222,愛知県 東海市,,84877,,12882,
2010100000,2010年度,23223,愛知県 大府市,,66383,,14658,
2010100000,2010年度,23224,愛知県 知多市,,67142,,11070,
2010100000,2010年度,23225,愛知県 知立市,,53539,,10642,
2010100000,2010年度,23226,愛知県 尾張旭市,,62977,,14562,
2010100000,2010年度,23227,愛知県 高浜市,,33914,,4118,
2010100000,2010年度,23228,愛知県 岩倉市,,37965,,7676,
2010100000,2010年度,23229,愛知県 豊明市,,54849,,9987,
2010100000,2010年度,23230,愛知県 日進市,,61810,,18613,
2010100000,2010年度,23231,愛知県 田原市,,52289,,4779,
2010100000,2010年度,23232,愛知県 愛西市,,51416,,7756,
2010100000,2010年度,23233,愛知県 清須市,,51911,,10217,
2010100000,2010年度,23234,愛知県 北名古屋市,,64290,,11505,
2010100000,2010年度,23235,愛知県 弥富市,,34094,,5280,
2010100000,2010年度,23236,愛知県 みよし市,,44491,,9790,
2010100000,2010年度,23237,愛知県 あま市,,68474,,10107,
2010100000,2010年度,23238,愛知県 長久手市,,36430,,12341,
2010100000,2010年度,23302,愛知県 東郷町,,32075,,7482,
2010100000,2010年度,23342,愛知県 豊山町,,11421,,1625,
2010100000,2010年度,23361,愛知県 大口町,,17416,,3150,
2010100000,2010年度,23362,愛知県 扶桑町,,26454,,5367,
2010100000,2010年度,23424,愛知県 大治町,,22977,,3104,
2010100000,2010年度,23425,愛知県 蟹江町,,29088,,5176,
2010100000,2010年度,23427,愛知県 飛島村,,3697,,536,
2010100000,2010年度,23441,愛知県 阿久比町,,20379,,3458,
2010100000,2010年度,23442,愛知県 東浦町,,39023,,6763,
2010100000,2010年度,23445,愛知県 南知多町,,17154,,1255,
2010100000,2010年度,23446,愛知県 美浜町,,18520,,2350,
2010100000,2010年度,23447,愛知県 武豊町,,33207,,4624,
2010100000,2010年度,23501,愛知県 幸田町,,29520,,4216,
2010100000,2010年度,23561,愛知県 設楽町,,5060,,490,
2010100000,2010年度,23562,愛知県 東栄町,,3367,,262,
2010100000,2010年度,23563,愛知県 豊根村,,1189,,104,
2010100000,2010年度,24201,三重県 津市,,227424,,40360,
2010100000,2010年度,24202,三重県 四日市市,,245428,,40010,
2010100000,2010年度,24203,三重県 伊勢市,,104945,,14235,
2010100000,2010年度,24204,三重県 松阪市,,136254,,17885,
2010100000,2010年度,24205,三重県 桑名市,,109942,,21624,
2010100000,2010年度,24207,三重県 鈴鹿市,,155145,,20693,
2010100000,2010年度,24208,三重県 名張市,,64538,,10948,
2010100000,2010年度,24209,三重県 尾鷲市,,17177,,1532,
2010100000,2010年度,24210,三重県 亀山市,,41029,,5594,
2010100000,2010年度,24211,三重県 鳥羽市,,17690,,1489,
2010100000,2010年度,24212,三重県 熊野市,,16488,,1550,
2010100000,2010年度,24214,三重県 いなべ市,,36788,,4015,
2010100000,2010年度,24215,三重県 志摩市,,45841,,3196,
2010100000,2010年度,24216,三重県 伊賀市,,79976,,9739,
2010100000,2010年度,24303,三重県 木曽岬町,,5628,,444,
2010100000,2010年度,24324,三重県 東員町,,20857,,3005,
2010100000,2010年度,24341,三重県 菰野町,,31372,,3909,
2010100000,2010年度,24343,三重県 朝日町,,7169,,1558,
2010100000,2010年度,24344,三重県 川越町,,10811,,1684,
2010100000,2010年度,24441,三重県 多気町,,12674,,1395,
